issuekey,title,description,component,f4-audit,f4-auth,f4-camel,f4-core,f4-import-export,f4-java-client,f4-jmeter,f4-ldp,f4-message-consumer,f4-oaiprovider,f4-ontology,f4-transform,f4-vagrant,f4-webapp-plus,legacy - FeSL,legacy - Fedora,legacy - GSearch,legacy - OAIProvider,legacy - OSGi,legacy - Trippi,legacy - community extensions,legacy - java-client
FCREPO-790,FeSL AuthN fedora-users.xml not closed properly after each use,"This can lead to the operating system running out of file handles.  Reported by Janna Wemekamp on the fcrepo-user list.  More information and reproduce: http://fedora-commons.1317035.n2.nabble.com/fcrepo-user-FedoraCommons-3-4-with-Akubra-Low-Level-Storage-Java-crash-in-REST-API-s-getNextPID-td5480759.html  This problem does not occur when the old AuthN (non-FeSL) is used, so if using fedora-users.xml with Fedora 3.4, it is recommended to answer ""false"" to ""Enable FeSL AuthN?"" at install time.","legacy - Fedora,legacy - FeSL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
FCREPO-791,Re-work of Fedora Client CLI tools ,"Fedora's CLI utilities should be reworked so that:  - We use one client library throughout (and stop using the old FedoraClient) - Batch operations are supported throughout  This can be accomplished a variety of ways.  Here's a proposal:  A) We use Kai's fedora-cli project as a replacement for the existing client batch/shell scripts. B) Kai's fedora-cli project uses the new MediaShelf-developed java Fedora Client C) Batch operations become scripts passed to fedora-cli.  This would subsume the existing batchmodify functionality, and support the batch purge use case highlighted in FCREPO-756","legacy - Fedora,legacy - java-client",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
FCREPO-792,Cache fedora-users.xml for FeSL AuthN,"As noted in FCREPO-790, FeSL's fedora-users.xml authentication implementation reads this file for every request to the repository.  This file should not have to be re-read and parsed for every request -- the info it contains should be cached in some way for performance.  For example, a reasonable out-of-box behavior would be to refresh from the file if it has been > 60 seconds since the last request.","legacy - Fedora,legacy - FeSL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
FCREPO-793,FieldSearch implementation does not handle utc correctly,"When foxml is ingested, and the `update` method called on FieldSearchSQLImpl, dates registered with the Digital Object are treated differently from dates listed in the DublinCore metadata stream.  If the client supplies identical dates in respectively the DigitalObject created_date field and in a dublin core datastream, the dublin core date will be parsed as a UTC timestamp and the created date will not. This will result in the same timestamp being represented as two different epoch timestamps in the database tables:  dc:date      2010-09-02T02:20:20.202 -utc-> 2010-09-02T04:20:20.202 -getTime()-> 1283394020202 cDate        2010-09-02T02:20:20.202           2010-09-02T02:20:20.202 -getTime()-> 1283386820202  Upon searching for dates (ranges or equality) the `findObjects` method in FieldSearchResultSQLImpl will convert all search term values for dates given in Conditions, to UTC: date  EQUALS 2010-09-02T02:20:20.202 -utc-> 2010-09-02T04:20:20.202  -toSQL-> SELECT ... WHERE dcDates.dcDate = 1283394020202 cDate EQUALS 2010-09-02T02:20:20.202 -utc-> 2010-09-02T04:20:20.202 -toSQL-> SELECT ... WHERE doFields.cDate = 1283394020202  The attached java file demonstrates the FieldSearchSQLImpl use of DateUtility#parseDateStrict( java.lang.String ) ",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FCREPO-794,FeSL loading of bootstrap policies can fail if a 2nd request is made before the initial load has completed,"The initial load of bootstrap policies is kicked off by the first request to the server.  If a second request to the server is made before the load has completed, the load fails.  Subsequent restarts of the server do not resolve the situation.",legacy - FeSL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FCREPO-795,Integrate FeSL with module/spring architecture,"FeSL is not integrated with the current module architecture.  Once the Spring DI framework is in place, FeSL should be integrated with this architecture.",legacy - FeSL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FCREPO-796,Fedora objects are not valid xml when using inline datastreams,"Try the attached file.  This is a valid object, and conforms to all the xml specifications. The trick here is that the xsi namespace is not redefined in the DC datastream.   It cannot ingest, as the DCFields class attempts to parse solely the contents of the DC datastream. But the contents of the DC datastream are valid, in the context of the object.  Reproducing this bug in production  1. getObjectXML on ANY fedora object 2. Parse this xml as a document (xsi is defined both on the top level, and in the DC datastream) 3. Do something with the document 4. Convert the document to xml (xsi is only defined on the top level) 5. Ingest the new xml (error, xsi:schemaLocation not bound)  The point here is that the standard XML parsers do NOT know that they MUST repeat the global namespaces in the root elements inside <xmlContent>. They do not know this, because this is not required by the xml specification.    I my repository we use templates, ie. data objects that we clone. We do the clone by exporting the template object, change the pid, and reingest the object. This fails, of course, because upon ingest the xsi:schemaLocation is added to the oai_dc:dc element by Fedora (why?). Parsing the exported object as a document then simplifies the namespace declaration. The resulting object then cannot reingest. We solve it by forcefully removing the xsi:schemaLocation attribute from the DC stream, even through we did not put it there.   If we really want to support Inline xml, we should adhere to the xml specification. The more I think about it, the more problematic inline xml is. We cannot have the xmlcontent of a datastream live separately from context of the object, they are part of the same document, and they will interact. One general solution could be to add namespace declarations for all top level namespaces to the root element of any inline datastream, when the content is requested. ",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FCREPO-797,The fedora.server.utilities.TestDateUtility.java is dependant on language setting,"The TestParseDate mehtod in the TestDateUtility class assumes that the machine the test are being executed on has its language settings set to English. The last member of of the array dates, shown below, has the English abbreviation ""Thu"" which cant be parsed in other languages. So the DateUtility.parseDateAsUTC returns null when it is actually doing what it is supposed to.  String[] dates =                 {""1970-01-01T00:00:00.000Z"", ""1970-01-01T00:00:00.00Z"",                         ""1970-01-01T00:00:00.0Z"", ""1970-01-01T00:00:00Z"",                         ""1970-01-01Z"", ""1970-01-01T00:00:00.000"",                         ""1970-01-01T00:00:00.00"", ""1970-01-01T00:00:00.0"",                         ""1970-01-01T00:00:00"", ""1970-01-01"",                         ""Thu, 01 Jan 1970 00:00:00 GMT""};  Solution: Generate the GMT string with Javas Date class. This should insure that the language of the machine doesnt matter in the unittest   The workaround for this is to set your machines language setting to English",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FCREPO-799,SOAP modify functions should accommodate moving inline XML to Managed Datastreams,Different SOAP calls are used depending on whether the datastream is inline XML or has been moved to a Managed Datastream.  This is inconsistent with the REST interface and requires the user to know the specific implementation of a given Fedora Digital Object.,legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FCREPO-800,Field Search experience significant performance problems on large scale repositories.,The performance of Field search degrades significantly on large scale repositories when using queries on fields which are exact matches on indexed columns.  Likely this is due to the creation of very large result sets that cannot be returned in any practical form.,legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FCREPO-801,Review the utility of field search in it current form.,Field Search-related functionality in its current form may need to be modified or considered for exclusion from the Fedora core to a supported but external utility.  Its use in queries for non-exact matches can severely impact the repository operations.  It is tied to Dublin Core with limited customizability.  It is useful for administrative functions but those are likely to be a subset of the currently supported columns.  It includes hard-coded HTML generation in the core which does not lend itself to internationalization (I18N) in its current form.,legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FCREPO-802,external JMS broker unavailable at startup halts startup,"If Fedora is started with JMS messaging turned on and configured for an external broker with direct connection (and not through a JNDI provider) but that broker is unavailable at startup, the entire server goes back down. That seems like a pretty drastic failure.  To duplicate:  0) Turn off a repository.  1) Turn on the Messaging module and assign an external broker to ""java.naming.provider.url"" in fedora.fcfg, e.g.      <param name=""java.naming.provider.url"" value=""tcp://localhost:61616""/>  2) Make sure the external broker is not available.  3) Start up Fedora.  You'll see something like:  FATAL 2010-09-21 09:59:55.571 [main] (Server) Module (fedora.server.messaging.Messaging) failed to initialize fedora.server.errors.ModuleInitializationException: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused   fedora.server.messaging.MessagingModule.initModule(MessagingModule.java:81)   fedora.server.Module.<init>(Module.java:63)   fedora.server.messaging.MessagingModule.<init>(MessagingModule.java:58) ...  and then a server shutdown. Much better would be to see some kind of warning, then attempts to connect as appropriate with warnings thrown on failures.  It's not known to me whether this behavior is the same with a JNDI-provided ConnectionFactory, because I've never been able to get that stronger configuration to work, which is a whole 'nother problem. {grin} ",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FCREPO-804,Drop McKoi JDBC support,"McKoi is a pure Java database that was originally distributed under GPL2 (newer versions are released under GPL3), while Fedora is distributed under Apache2.  Fedora has never depended on McKoi in order to run -- it has always been an option.  As of Fedora 3.2, the database itself was no longer distributed with Fedora (we switched to Derby as the out-of-box native Java database), but we continued to support integrating with a pre-installed McKoi database.  Although this is only the JDBC driver, and is only provided as an option, there is still legitimate concern that the license of the older version of McKoi (whose JDBC driver we have distributed in the past) is incompatible with Fedora.  To allay these concerns, we have two options:  1) Implement and test compatibility with the newer version of McKoi, which is under GPL3, so we can include the driver and make it easy for people to use at install-time, or 2) Completely remove McKoi support (no JDBC driver, install option, or DDLConverter)  I favor option #2 since we already have a pure Java database that works fine out of box (Derby), and it's unlikely that anyone is still using McKoi -- even if they were, it's not difficult to use the rebuilder to migrate to Derby.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FCREPO-805,Installer does not check for empty $CATALINA_HOME directory when using the included tomcat,"It is possible to configure the installer to use a $CATALINA_HOME directory outside of $FEDORA_HOME when using the Fedora-supplied Tomcat.  The installer checks, and warns, for an empty $FEDORA_HOME directory, but does not check for an empty $CATALINA_HOME directory when using the included Tomcat.  The installer silently over-writes existing files, but this can lead to eg an updated $CATALINA_HOME/webapps/fedora.war but leaving the existing $CATALINA_HOME/webapps/fedora/ folder in place - ie any existing version is effectively left in place.  Ideally when deploying to either an existing tomcat or using the included tomcat, there should be some sort of warning if (a) an existing fedora.war is present and (b) the fedora webapps directory (from a previous installation) is present, with the option to overwrite the war file (which should automatically delete the webapps directory).  This should also apply to the other wars that are deployed in Tomcat.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FCREPO-806,Add relationships methods to batchModify directives,It is not possible to use the relationships methods (addRelationship etc) in BatchModify.  These methods should be added (and possibly a cross-check to see if there are any other recently-added API methods that are not currently supported).  See http://sourceforge.net/mailarchive/forum.php?thread_name=6C321C785BFDA548A9DB3C126675968D26DD45%40SRV566.tudelft.net&forum_name=fedora-commons-users  ,legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FCREPO-807,"When inline XML is provided for Managed content, it's auto-converted to Inline XML","We now allow DC, RELS-EXT, RELS-INT to be managed content datastreams.  For inline XML datastreams, we allow inline specification of the XML in the FOXML.  It would be useful to allow this also for ""M"" datastreams.  Currently if XML content is found as XML inline, the datastream automatically reverts to inline when managed content is specified.  This is a bug because it's unexpected behavior.  Either Fedora should raise an error in such cases, or it should keep the datastream as managed content even though the payload has been provided as regular inline xml.  Note: If you want to include the content of any format stream (xml, etc) in the FOXML at ingest time, and have it be managed content, you can provide it as base64.  When doing this, it will automatically be sent down to storage as managed content at ingest time.  For FOXML, see http://fedora-commons.org/definitions/1/0/foxml1-1.xsd and look for ""binaryContent"" to see where in the schema this can be specified.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FCREPO-808,REST getNextPid response does not include default namespace,"I was updating my REST API code for the default namespaces in Fedora 3.4 and discovered that the result from getNextPid does not have the default namespace that I expected it would.  It looks like this is being generated incorrectly.   Here's a sample result:  <pidList  xmlns:xsd=""http://www.w3.org/2001/XMLSchema"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://www.fedora.info/definitions/1/0/management/ http://myfedora.server.edu:8080/getNextPIDInfo.xsd"">   <pid>changeme:226</pid> </pidList> ","legacy - Fedora,legacy - java-client",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
FCREPO-809,Option to include managed XML content as inline XML in exported FOXML,We allow exporting with inline managed content as base64; where the datastream mime type indicates XML maybe we should (optionally?) allow exporting with the XML inline. Notwithstanding potential namespace declaration issues... ,legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FCREPO-810,FedoraClient.listDatastreams method not working,"We've been using Mediashelf client APIs in our repository. All methods we use are working properly except listDatastreams, which throws an exception as attached below. The test code I'm using is:  ...   ListDatastreamsResponse response = listDatastreams(""york:3"").execute(client); for(DatastreamType dst: response.getDatastreams()) {     System.out.println(dst.getDsid()); }  Thanks,  Frank Digital Library Systems Developer The University of York  ------------------------------------------------------ P.S. The error message is: Tests run: 3, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 0.45 sec <<< FAILURE! testListDatastreams(uk.ac.york.dlib.yodl.utils.fedora.ds.TestMediaShelfFedoraClient)  Time elapsed: 0.193 sec  <<< ERROR! com.yourmediashelf.fedora.client.FedoraClientException: unexpected element (uri:"""", local:""objectDatastreams""). Expected elements are <{http://www.fedora.info/definitions/1/0/access/}OAI-delimiter>,<{http://www.fedora.info/definitions/1/0/access/}OAI-namespaceIdentifier>,<{http://www.fedora.info/definitions/1/0/access/}OAI-sample>,<{http://www.fedora.info/definitions/1/0/access/}PID-delimiter>,<{http://www.fedora.info/definitions/1/0/access/}PID-namespaceIdentifier>,<{http://www.fedora.info/definitions/1/0/access/}PID-sample>,<{http://www.fedora.info/definitions/1/0/access/}adminEmail>,<{http://www.fedora.info/definitions/1/0/access/}fedoraObjectHistory>,<{http://www.fedora.info/definitions/1/0/access/}fedoraRepository>,<{http://www.fedora.info/definitions/1/0/access/}objCreateDate>,<{http://www.fedora.info/definitions/1/0/access/}objDissIndexViewURL>,<{http://www.fedora.info/definitions/1/0/access/}objItemIndexViewURL>,<{http://www.fedora.info/definitions/1/0/access/}objLabel>,<{http://www.fedora.info/definitions/1/0/access/}objLastModDate>,<{http://www.fedora.info/definitions/1/0/access/}objModels>,<{http://www.fedora.info/definitions/1/0/access/}objOwnerId>,<{http://www.fedora.info/definitions/1/0/access/}objState>,<{http://www.fedora.info/definitions/1/0/access/}objectDatastreams>,<{http://www.fedora.info/definitions/1/0/access/}objectMethods>,<{http://www.fedora.info/definitions/1/0/access/}objectProfile>,<{http://www.fedora.info/definitions/1/0/access/}repositoryBaseURL>,<{http://www.fedora.info/definitions/1/0/access/}repositoryName>,<{http://www.fedora.info/definitions/1/0/access/}repositoryOAI-identifier>,<{http://www.fedora.info/definitions/1/0/access/}repositoryPID>,<{http://www.fedora.info/definitions/1/0/access/}repositoryVersion>,<{http://www.fedora.info/definitions/1/0/access/}retainPID>,<{http://www.fedora.info/definitions/1/0/access/}sampleAccess-URL>,<{http://www.fedora.info/definitions/1/0/access/}sampleOAI-URL>,<{http://www.fedora.info/definitions/1/0/access/}sampleSearch-URL>   com.yourmediashelf.fedora.client.response.ListDatastreamsResponse.getObjectDatastreams(ListDatastreamsResponse.java:105)   com.yourmediashelf.fedora.client.response.ListDatastreamsResponse.getDatastreams(ListDatastreamsResponse.java:63)   uk.ac.york.dlib.yodl.utils.fedora.ds.TestMediaShelfFedoraClient.testListDatastreams(TestMediaShelfFedoraClient.java:109)   sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)   sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39)   sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)   java.lang.reflect.Method.invoke(Method.java:597)   org.junit.runners.model.FrameworkMethod$1.runReflectiveCall(FrameworkMethod.java:44)   org.junit.internal.runners.model.ReflectiveCallable.run(ReflectiveCallable.java:15)   org.junit.runners.model.FrameworkMethod.invokeExplosively(FrameworkMethod.java:41)   org.junit.internal.runners.statements.InvokeMethod.evaluate(InvokeMethod.java:20)   org.junit.internal.runners.statements.RunBefores.evaluate(RunBefores.java:28)   org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:76)   org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:50)   org.junit.runners.ParentRunner$3.run(ParentRunner.java:193)   org.junit.runners.ParentRunner$1.schedule(ParentRunner.java:52)   org.junit.runners.ParentRunner.runChildren(ParentRunner.java:191)   org.junit.runners.ParentRunner.access$000(ParentRunner.java:42)   org.junit.runners.ParentRunner$2.evaluate(ParentRunner.java:184)   org.junit.internal.runners.statements.RunBefores.evaluate(RunBefores.java:28)   org.junit.runners.ParentRunner.run(ParentRunner.java:236)   org.apache.maven.surefire.junit4.JUnit4TestSet.execute(JUnit4TestSet.java:62)   org.apache.maven.surefire.suite.AbstractDirectoryTestSuite.executeTestSet(AbstractDirectoryTestSuite.java:140)   org.apache.maven.surefire.suite.AbstractDirectoryTestSuite.execute(AbstractDirectoryTestSuite.java:127)   org.apache.maven.surefire.Surefire.run(Surefire.java:177)   sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)   sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39)   sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)   java.lang.reflect.Method.invoke(Method.java:597)   org.apache.maven.surefire.booter.SurefireBooter.runSuitesInProcess(SurefireBooter.java:345)   org.apache.maven.surefire.booter.SurefireBooter.main(SurefireBooter.java:1009) Caused by: javax.xml.bind.UnmarshalException: unexpected element (uri:"""", local:""objectDatastreams""). Expected elements are <{http://www.fedora.info/definitions/1/0/access/}OAI-delimiter>,<{http://www.fedora.info/definitions/1/0/access/}OAI-namespaceIdentifier>,<{http://www.fedora.info/definitions/1/0/access/}OAI-sample>,<{http://www.fedora.info/definitions/1/0/access/}PID-delimiter>,<{http://www.fedora.info/definitions/1/0/access/}PID-namespaceIdentifier>,<{http://www.fedora.info/definitions/1/0/access/}PID-sample>,<{http://www.fedora.info/definitions/1/0/access/}adminEmail>,<{http://www.fedora.info/definitions/1/0/access/}fedoraObjectHistory>,<{http://www.fedora.info/definitions/1/0/access/}fedoraRepository>,<{http://www.fedora.info/definitions/1/0/access/}objCreateDate>,<{http://www.fedora.info/definitions/1/0/access/}objDissIndexViewURL>,<{http://www.fedora.info/definitions/1/0/access/}objItemIndexViewURL>,<{http://www.fedora.info/definitions/1/0/access/}objLabel>,<{http://www.fedora.info/definitions/1/0/access/}objLastModDate>,<{http://www.fedora.info/definitions/1/0/access/}objModels>,<{http://www.fedora.info/definitions/1/0/access/}objOwnerId>,<{http://www.fedora.info/definitions/1/0/access/}objState>,<{http://www.fedora.info/definitions/1/0/access/}objectDatastreams>,<{http://www.fedora.info/definitions/1/0/access/}objectMethods>,<{http://www.fedora.info/definitions/1/0/access/}objectProfile>,<{http://www.fedora.info/definitions/1/0/access/}repositoryBaseURL>,<{http://www.fedora.info/definitions/1/0/access/}repositoryName>,<{http://www.fedora.info/definitions/1/0/access/}repositoryOAI-identifier>,<{http://www.fedora.info/definitions/1/0/access/}repositoryPID>,<{http://www.fedora.info/definitions/1/0/access/}repositoryVersion>,<{http://www.fedora.info/definitions/1/0/access/}retainPID>,<{http://www.fedora.info/definitions/1/0/access/}sampleAccess-URL>,<{http://www.fedora.info/definitions/1/0/access/}sampleOAI-URL>,<{http://www.fedora.info/definitions/1/0/access/}sampleSearch-URL>   com.sun.xml.internal.bind.v2.runtime.unmarshaller.UnmarshallingContext.handleEvent(UnmarshallingContext.java:631)   com.sun.xml.internal.bind.v2.runtime.unmarshaller.Loader.reportError(Loader.java:236)   com.sun.xml.internal.bind.v2.runtime.unmarshaller.Loader.reportError(Loader.java:231)   com.sun.xml.internal.bind.v2.runtime.unmarshaller.Loader.reportUnexpectedChildElement(Loader.java:105)   com.sun.xml.internal.bind.v2.runtime.unmarshaller.UnmarshallingContext$DefaultRootLoader.childElement(UnmarshallingContext.java:1038)   com.sun.xml.internal.bind.v2.runtime.unmarshaller.UnmarshallingContext._startElement(UnmarshallingContext.java:467)   com.sun.xml.internal.bind.v2.runtime.unmarshaller.UnmarshallingContext.startElement(UnmarshallingContext.java:448)   com.sun.xml.internal.bind.v2.runtime.unmarshaller.SAXConnector.startElement(SAXConnector.java:137)   org.apache.xerces.parsers.AbstractSAXParser.startElement(Unknown Source)   org.apache.xerces.impl.XMLNSDocumentScannerImpl.scanStartElement(Unknown Source)   org.apache.xerces.impl.XMLNSDocumentScannerImpl$NSContentDispatcher.scanRootElementHook(Unknown Source)   org.apache.xerces.impl.XMLDocumentFragmentScannerImpl$FragmentContentDispatcher.dispatch(Unknown Source)   org.apache.xerces.impl.XMLDocumentFragmentScannerImpl.scanDocument(Unknown Source)   org.apache.xerces.parsers.XML11Configuration.parse(Unknown Source)   org.apache.xerces.parsers.XML11Configuration.parse(Unknown Source)   org.apache.xerces.parsers.XMLParser.parse(Unknown Source)   org.apache.xerces.parsers.AbstractSAXParser.parse(Unknown Source)   com.sun.xml.internal.bind.v2.runtime.unmarshaller.UnmarshallerImpl.unmarshal0(UnmarshallerImpl.java:200)   com.sun.xml.internal.bind.v2.runtime.unmarshaller.UnmarshallerImpl.unmarshal(UnmarshallerImpl.java:173)   javax.xml.bind.helpers.AbstractUnmarshallerImpl.unmarshal(AbstractUnmarshallerImpl.java:137)   javax.xml.bind.helpers.AbstractUnmarshallerImpl.unmarshal(AbstractUnmarshallerImpl.java:194)   com.yourmediashelf.fedora.client.response.ListDatastreamsResponse.getObjectDatastreams(ListDatastreamsResponse.java:101)  ... 30 more ",legacy - java-client,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FCREPO-811,"POLICY datastreams (possibly others) subject to race conditions when control group is ""R""","Symptons: If the policy datastream in an object is Referenced content, operations involving this object will sometimes throw a AuthzException. There are probably other failures somewhere due to this bug.    Cause: (warning, long rant)  When fedora needs to act on this object, it will fetch the policy (every time, so beware of performance).   PolicyFinderModule.class // if the object exists and has a POLICY datastream, parse and return it {code} private AbstractPolicy loadObjectPolicy(String pid)  throws ServerException {     try {         DOReader reader = m_repoReader.getReader(Server.USE_DEFINITIVE_STORE, ReadOnlyContext.EMPTY, pid);         Datastream ds = reader.GetDatastream(""POLICY"", null);         if (ds != null) {             logger.debug(""Using POLICY for "" + pid);             return m_policyParser                     .copy().parse(ds.getContentStream(),                                m_validateObjectPoliciesFromDatastream);         } else {             return null;         }     } catch (ObjectNotInLowlevelStorageException e) {         return null;     } } {code}  So, the PolicyFinderModule gets a Reader to the Object. It then gets the Datastream from the object. It then gets the inputstream to the datastream contents.  So far, logical and simple.      Down in PolicyParser we find the following code {code} public AbstractPolicy parse(InputStream policyStream, boolean schemaValidate)         throws ValidationException {      // Parse; die if not well-formed     Document doc = null;     try {         doc = m_domParser.parse(policyStream);     } catch (Exception e) {         throw new ValidationException(""Policy invalid; malformed XML"", e);     } {code}  The message ""Policy invalid; malformed XML"" is carried all the way up to the fedora log, but the validation exception is lost. Why is the validation exception lost, you might ask?  The following code from PolicyFinderModule  {code} public PolicyFinderResult findPolicy(EvaluationCtx context) {     PolicyFinderResult policyFinderResult = null;     try {         List<AbstractPolicy> policies = new ArrayList<AbstractPolicy>(m_repositoryPolicies);         String pid = getPid(context);         if (pid != null && !"""".equals(pid)) {             AbstractPolicy objectPolicyFromObject = loadObjectPolicy(pid);             if (objectPolicyFromObject != null) {                 policies.add(objectPolicyFromObject);             }         }  ........     } catch (Exception e) {         policyFinderResult =                 new PolicyFinderResult(new Status(ERROR_CODE_LIST, e                         .getMessage()));     }     return policyFinderResult; } {code}  That catch gets gets the message from the exception, but looses the cause. So, fair, we should not be told why the validation failed. I am not sure if this is a bug, but I feel like the cause should go into the log.     Backing up, why did the validation fail? Debugging revealed the answer.  The stream had been closed. Now, why would the stream ever be closed before read? There is a very good reason for this, known as the MIMETypedStream class.    This code in DatastreamReferencedContent will illuminate the problem  {code} @Override public InputStream getContentStream() throws StreamIOException {     try {         MIMETypedStream stream = getExternalContentManager().getExternalContent(new ContentManagerParams(DSLocation));         DSSize = getContentLength(stream);         return stream.getStream();     } catch (Exception ex) {         throw new StreamIOException(""Error getting content stream"", ex);     } } {code}  To get a content stream, a MIMETypedStream is gotten, and from that the Inputstream is gotten. So, the MIMETypedStream is forgotten, and promptly garbagecollected.    When MIMETypedStream is garbagecollected, the following method will be called {code} /** * Ensures the underlying stream is closed at garbage-collection time * if the stream has not been retrieved. If getStream() has been called * the caller is responsible to close the stream. * * {@inheritDoc} */ @Override public void finalize() {     if(!gotStream) {         close();     } } {code}  Sounds sensible enough. But then we look at getStream  {code}  /**  * Retrieves the underlying stream.  * Caller is responsible to close the stream,  * either by calling MIMETypedStream.close()  * or by calling close() on the stream.  *  * @return The byte stream  */ public InputStream getStream() {     return stream; } {code}  A bug reveals itself. When the MIMETypedStream is garbage collected, it closes it's stream, no matter who is currently using it.    I stated that the MIMETypedStream is at the root of the problem. Let me expand upon that. The fact that MIMETypedStream closes it's contained stream is the issue. Most (all?) java streams will be automatically closed upon finalize. I know that the HTTPInputstream that MIMETypedStream most often front will be closed on finalize already. Generally, it is considered dangerous behaivour to close streams you did not open yourself. The MIMETypedStream does not make any provisions in it's javadoc, that you should not use the inputted inputstream for other purposes as well. If MIMETypedStream wants to have exclusive access to it's inputstream, it should let the callers know this. Secondly, the setter method in MIMETypedStream. What is actually the correct semantics for close, if the mimetypedstream has one inputstream, but is SET to have a new one? Should it close the old one? Should it even have a setter?   I will not commit any fixes until I know if this should go into 3.4.1 or I would in other ways disturb the release process. But of course, the simple fix, that will work 99% of the time is to add  {code} public InputStream getStream() {     gotStream = true;     return stream; } public void setStream(InputStream stream) {     if(!gotStream) {         close();     }     this.stream = stream; } {code}   ",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FCREPO-812,Datastream history HTML response provides incorrect URL for link to datastream content,"The REST API method: /objects/{pid}/datastreams/{dsid}/history incorrectly provides URLs with the query parameter ""asOfVersionDate"", which is incorrect.  It should be ""asOfDateTime"".  This means that the URLs do not return the correct versions (all URLs will return the latest version).",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FCREPO-813,Integrate fedora-client with Jira,Install the beta Jira Git plugin  https://studio.plugins.atlassian.com/wiki/display/JGIT/JIRA+Git+Plugin  Also see: https://studio.plugins.atlassian.com/browse/JGIT-24,legacy - java-client,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FCREPO-815,Connect ReviewBoard to fedora-client repository,None,legacy - java-client,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FCREPO-817,"GetDisseminationHandler.java throws ""Error obtaining parameters"" exception when called with SOAP","The error occurs when the class (in org.fcrepo.server.security.xacml.pep.ws.operations ) attempts to get the parameters from the SOAP request object oMap.   There is a commented out line of code for  ""properties"" which requests parameter 3 from the SOAP request object and then the uncommented line asOfDateTime requests paramter 4.     I'm not 100% familiar with the code, but I tried changing the asOfDateTime line to request parameter 3 instead of 4 and recompiled fedora and replaced the appropriate JAR file in my environment.  The change seems to have fixed the problem. ",legacy - FeSL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
