issuekey,title,description,component,Altmetrics,Audio Solution Pack,BagIt,Basic Image Solution Pack,Batch,Batch Ingest Module 6.x (Deprecated),Book Batch,Book Solution Pack,Bookmark,Checksum,Checksum Checker,Collection Manager 6.x (Deprecated),Collection Solution Pack,Compound Object Solution Pack,Content Model Viewer 6.x (Deprecated),Disk Image Solution Pack,Documentation,Drupal Servlet Filter,Entities Solution Pack,FITS module,Fedora Microservices,Harvester Module 6.x (Deprecated),IP Embargo,Image Annotation Solution Pack,Importer,Internet Archive Bookreader,Islandora Image Viewer (Deprecated),Islandora Module (Core),JWPlayer,Large Image Solution Pack,MARCXML,Newspaper Batch,Newspaper Solution Pack,OAI Provider,OCR,Object Field (PID Field),Objective Forms,Ontology,OpenSeadragon,PDF Solution Pack,PDF.js,PHP Lib,PREMIS,Paged Content,Pathauto,Populator,Scholar Module,Scholar Module 6.x (Deprecated),Simple Workflow,Solr Facet Pages,Solr Metadata,Solr Search,Solr Views,Sync (Deprecated),Tuque API,Usage Stats,User Interface,Video Solution Pack,Video.js,Virtual machine,Web ARChive Solution Pack,XACML Editor,XACML Policies,XML Form Builder,XML Form Element: FieldPanel,XML Sitemap,citeproc-php
ISLANDORA-1090,"When regenerating datastreams, 2 versions are created",When testing the regenerate datastreams links I noticed that the PDF SP creates 2 version each time a datastream is regenerated. Tested the basic image sp and it works as expected by creating only 1 datastream.  So something is doubled in the PDF SP.,"FITS module,PDF Solution Pack",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1091,Add a metadata form to the collection solution pack,The Collection Solution Pack doesn't currently have a default MODS metadata form. Users often manually add it after the solution pack is enabled.  Adding the form also allows for the description and indexing of collections.  I've created a form and added the code to install it. Needs to be reviewed.  https://github.com/Islandora/islandora_solution_pack_collection/pull/119,Collection Solution Pack,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1092,OBJ ds label - what is the best practice? ,"When adding a new object using the PDF solution pack, the label of the OBJ is created based on the filename. My memory says that I've seen other solution packs create a label for the OBJ ds based on the title element specified in the default XML form. I may be wrong? dm",PDF Solution Pack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1093,"When adding a new object using the same filename from a previous upload, an error is generated.","There may be times when the user will upload a file with the same filename multiple times. During testing I was using a few different files and encountered an error when trying to add the same file. It has happened a couple of times, but I can't seem to replicate it at the moment. Screenshot attached.  dm",PDF Solution Pack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1094,module permission is unclear,"This is just a check in as I may be misinterpreting one of the permissions for the Islandora Simple Workflow module.  This is the permission....  Bypass default inactive object state Islandora Simple Workflow sets ingested objects as inactive if enabled.  With the box unchecked ingested objects are set to inactive.  If the box is check, then objects have an active status.  I don't think the current description is correct. It should read ""Islandora Simple Workflow sets ingested objects as active if enabled.""",Simple Workflow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1095,Enable Solr field lookup/typeahead for Solr Facet Pages,When configuring Solr Facet Pages it would be useful to have the Solr Field turned into a lookup field as it is in other parts of the Solr configuration.    Another issue I noticed ... the user is able to leave fields blank in the configuration options. Is there a reason why all the fields should be not be required ? ,Solr Facet Pages,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1096,custom thumbnails are overwritten when derivatives regenerated,"This may also be considered a bug? Not sure.  On ingest the user can add their own thumbnail image. Subsequently if the derivatives are regenerated (Manage > Properties > Regenerate derivatives), the custom thumbnail is overwritten.  Probably not what's intended.  This may also impact other solution packs that allow for thumbnail upload.",Audio Solution Pack,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1098,"if OpenURL PID is not configured, DOI Importer ingest fails silently","http://localhost:8181/admin/islandora/solution_pack_config/scholar/doi_importer  If a crossref registered email address isn't provided for the OpenURL PID and a user tries to import citations using the DOI importer, it fails without providing an error message.   I wonder if the default email address that is in there now should be removed?  dm",Scholar Module,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1099,scholar content model namespace should be islandora,"For an islandora based solution pack, the current practice is to create content models that have the islandora: namespace.  The Scholar solution pack is the only one that doesn't follow this practice. I think in the next iteration of the module, that should be changed. When controlling a site using namespaces it means that the ir: namespace needs to be included.   The content models affected include the ir:citationCModel and the ir:thesisCModel.  Donald",Scholar Module,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1100,"if romeo lookup is enable and an issn isn't provided, an error is produced.","When a user creates a citation manually, but doesn't include an ISSN identfier ... if romeo lookup is enabled, an error message is produced. see attached.",Scholar Module,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1101,google scholar default xpath doesn't seem to work.,"/admin/islandora/solution_pack_config/scholar  the Google Scholar Default XPath as configured doesn't seem work.  When no DOI is present ... the default xpath is used ... but the search doesn't get populated with the xpath specified.  http://scholar.google.ca/scholar?q="""" is the search.  //mods:title ... what happens if there are 3 different titles - eg. article title, journal title, abbreviated title, etc.  dm",Scholar Module,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1102,Solr views pops warnings when Solr is not available,"When Solr is not available, Solr views will pop warnings and error out when attempting to perform queries to access fields / render up a view to the user. Should probably handle this is with a dsm or some such.",Solr Views,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1103,bibutils fails to properly transform endnotexml to mods,"When batch loading an Endnote XML file into the scholar module, the citations are generated but the <title> element isn't populated.  I've attached the file I'm using to test. I manually ran it on the command line and bibutils is the issue I think.  ran this on the command line of the islandora VM  endx2xml -i unicode endnote.xml > mods.xml",Scholar Module,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1105,advanced search result doesn't pass page fragment to paged content object,https://github.com/Islandora/islandora_solution_pack_newspaper/pull/97 https://github.com/Islandora/islandora_solution_pack_newspaper/pull/98  https://github.com/Islandora/islandora_solution_pack_book/pull/153 https://github.com/Islandora/islandora_solution_pack_book/pull/152,"Book Solution Pack,Newspaper Solution Pack",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1106,empty search highlighting error,https://github.com/Islandora/islandora_paged_content/pull/66 https://github.com/Islandora/islandora_paged_content/pull/65,Paged Content,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1107,Video Playback in JW Player,"NOTE: It is unclear if this is just a configuration issue that I haven't been able to sort out, my only solution was to edit the PHP code. If it is more a configuration issue, please feel free to close the ticket.  Issue: When attempting to play the derivative MP4 of a Video in JW Player, the Video Solution Pack sets the derivative URL (within the ""theme.inc"" file) as:      $video_url = url(""islandora/object/{$object->id}/datastream/$viewer_dsid/view"");  See: https://github.com/Islandora/islandora_solution_pack_video/blob/7.x/theme/theme.inc#L48  Attempting to load this URL in your browser throws a 404 error. In comparing with the Audio Solution Pack, the derivative audio URL ends with the datastream ID (rather than the fedora method of ""view""). See: https://github.com/Islandora/islandora_solution_pack_audio/blob/7.x/islandora_audio.module#L170  Solution: I ended up fixing the issue on my install by replacing the ""$video_url"" line with:      $video_url = url(""islandora/object/{$object->id}/datastream/$viewer_dsid"", array('absolute' => TRUE));  (which more closely matches how the Audio Solution Pack handles the derivative URL).",Video Solution Pack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ISLANDORA-1108,Newspaper providing wrong content model to issue viewer,The newspaper solution pack was providing the wrong content model for issue viewers,"Internet Archive Bookreader,Newspaper Solution Pack",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1109,Provide solr lookups in Solr RSS config,When populating the configuration at  http://localhost:8181/admin/islandora/search/islandora_solr/rss it would be handy if there was an autocomplete for the solr fields.  This is a really useful feature in other parts of the solr search module.  Alternately would it make sense to provide defaults for the fields presented?  Donald ,Solr Search,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1110,Deletion support for OAI ,"Islandora OAI doesn't support deletions. I've been speaking with metro and people at UNC where some might migrate to Islandora. The problem is when that institution is a content hub for DPLA. In the case of the UNC folks, they do not work with feeds that don't support deletion.  It also makes it difficult to work as a content hub for DPLA. Would it be possible to add this functionality to Islandora's OAI?   Thanks for considering.",OAI Provider,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1111,Use temp directory declared instead of public directory for batch,See this comment from ISLANDORA-1081 for further info  https://jira.duraspace.org/browse/ISLANDORA-1081?focusedCommentId=37701&page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel#comment-37701,Batch,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1112,Change thumbnail image (TN) for videos,"We often change out the thumbnails especially for collections so that they have a nice image. With out video, we noticed that at times the thumbnail created has an image with a person's eyes closed or something similar. We tried to change out the thumbnail and realized that this wasn't possible. It would be great if we had the ability to change thumbnails for any content model to add at least jpg or png instead of the one selected by the system.  Thanks for considering.",Video Solution Pack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ISLANDORA-1113,Allow an array check for fgs_label,Add an array check here: https://github.com/Islandora/islandora_bookmark/blob/7.x/includes/solr_results.inc#L119-L124,Bookmark,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1116,TN mimes in DS-COMPOSITE,We should homogenize the DS-COMPOSITE entries for TN to support many mimes.,"Audio Solution Pack,Basic Image Solution Pack,Book Solution Pack,Collection Solution Pack,Large Image Solution Pack,Newspaper Solution Pack,Paged Content,PDF Solution Pack,Video Solution Pack,Web ARChive Solution Pack",0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
ISLANDORA-1117,"""Results per page"" setting in Solr config Default display settings not respected","admin/islandora/search/islandora_solr/settings  Changing the Results per page setting in the Default display settings of the Solr configuration has no impact on the number of results displayed. Eg. if changed to 5, you would expect to see 5 results with additional pages for further results, but it isn't the case.",Solr Search,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1118,Disable enter key when adding new field to Solr display,"admin/islandora/search/islandora_solr/settings  If a user hits the Enter key instead of the Add button when adding a new field to the display, the first field in the Display fields table is displayed for editing. Not sure if this is a bug?",Solr Search,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1119,Weird behavior in Display fields table,After reviewing https://jira.duraspace.org/browse/ISLANDORA-1057 did some additional user testing. Odd behaviour noted ...   1. User adds a new field and adds a label 2. User moves field to new location (eg top of field list) 3. User removes a different field. 4. Label of the field added in 1. is removed (as is other config options like linking).  ,Solr Search,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1120,Islandora Solr Geographical display profile missing required module,"There is a Islandora Solr Geographical display profile module that is part of the Islandora Solr module, but in the Islandora VM it can't be enabled because it is dependent on another module - Islandora Mapping (https://github.com/discoverygarden/islandora_mapping) which is listed as missing.    The Foundation should possibly request the transfer of this module so that it can be included in future releases. Or maybe the geographic profile work should be pulled out into its own submodule?   ",Solr Search,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1121,scholar batch imports fail during retesting,"Kirsta: I'm getting this error message after attempting multiple batch ingests ... using both DOI and PMID methods. Before I reported as a bug, wanted someone else to test. thanks dm.  An AJAX HTTP error occurred. HTTP Result Code: 500 Debugging information follows. Path: /batch?render=overlay&id=387&op=do StatusText: Service unavailable (with message) ResponseText: PDOException: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry 'public://MODS record_3.xml' for key 'uri': INSERT INTO {file_managed} (uid, filename, uri, filemime, filesize, status, timestamp) VALUES (:db_insert_placeholder_0, :db_insert_placeholder_1, :db_insert_placeholder_2, :db_insert_placeholder_3, :db_insert_placeholder_4, :db_insert_placeholder_5, :db_insert_placeholder_6); Array ( [:db_insert_placeholder_0] => 1 [:db_insert_placeholder_1] => MODS record_3.xml [:db_insert_placeholder_2] => public://MODS record_3.xml [:db_insert_placeholder_3] => application/xml [:db_insert_placeholder_4] => 151 [:db_insert_placeholder_5] => 1 [:db_insert_placeholder_6] => 1414252076 ) in drupal_write_record() (line 7202 of /var/www/drupal/htdocs/includes/common.inc).",Scholar Module,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1122,Ensure fgs_label_s is single valued,"I remember some discussion about this issue and not sure if it got resolved in the solr schema?  admin/islandora/search/islandora_solr/settings in the Required Solr fields tab there is a setting for the Object label Solr field which states ""The Solr field containing an object's label. This should be a single valued string field.""  When I browse the solr schema for the fgs_label_s field (http://localhost:8080/solr/#/core1/schema-browser?field=fgs_label_s) it reports that the field is multi-valued (screen shot attached).  Not sure if it is relevant but this ticket islandora-1113 ""Allow an array check for fgs_label"" may be related?",Solr Search,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1123,"Suggested example for Query Defaults - ""Sort field for default query"" breaks solr result","I don't know if this is a documentation task or a code improvement task, but the example provided in the admin display for the ""Sort field for default query"" actually breaks the Solr search.  I'd suggest changing   For example: timestamp desc to  For example: fgs_createdDate_dt desc  Here's the spot in the code where the change would be needed. https://github.com/Islandora/islandora_solr_search/blob/be0fbd39a38da15e412220e36114ab6bf21617e3/includes/admin.inc#L520",Solr Search,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1124,"When using contextual filters only, $where and $group_operator are missing. ","If you create a view using contextual filters, but no basic filters, then islandora_solr_views_query::$where and islandora_solr_views_query::$group_operator are never initialized. Resulting in:   Notice: Undefined property: islandora_solr_views_query::$where in islandora_solr_views_query->execute() (line 101 of /var/www/drupal/htdocs/sites/all/modules/islandora_solr_views/islandora_solr_views_query.inc). Notice: Undefined property: islandora_solr_views_query::$group_operator in islandora_solr_views_query->execute() (line 113 of /var/www/drupal/htdocs/sites/all/modules/islandora_solr_views/islandora_solr_views_query.inc).  The view displays correctly with the contextual filters, however the errors are annoying.",Solr Views,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1125,Spaces are escaped in islandora_solr facet selections,"Hi all,  Spaces in selected Solr facets are escaped; e.g. after selecting the Toronto Telegram facet, the facet value's spaces have been escaped with backslashes (see attachment). Could this behavior be reverted?  Thank you for your time & trouble. Best, Bridger  PS apologies if I've misidentified the components; I'll update or provide additional information if that would be helpful.  ",Solr Search,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1126,Islandora XACML API fails to write relationships when inheriting policies,We have a (minor?) bug in our XACML inheritance implementation which would allow objects with inherited viewing restrictions to show in search results and collection views.,XACML Editor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ISLANDORA-1127,Internet Archive Book Viewer cuts off images in single page and thumbnail views,The Internet Archive Book Viewer cuts off the top of images in single page and thumbnail views:  https://www.dropbox.com/s/xodnkhnedia0sly/bookviewer_single.tiff?dl=0 https://www.dropbox.com/s/1r91ayf1iltwurs/bookviewer_thumbnails.tiff?dl=0,Internet Archive Bookreader,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1129,"If default path is set, it overrides the paths specified for other content models.","If the default path is set in islandora pathauto, the other paths set for specific content models seem to be ignored. ",Pathauto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1130,Create PDF/A datastream upon ingest,Create PDF/A datastream upon ingest for preservation purposes.,PDF Solution Pack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1131,Create store datastream option ,Create an option in the PDF solution pack that allows a repository manager to choose which datastreams are stored:    * Just PDF  * Just PDF/A  * Both PDF and PDF/A,PDF Solution Pack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1132,PDF/A validity feedback,"Upon ingest, provide feedback to the user as to the validity of the PDF/A datastream.",PDF Solution Pack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1133,OGG default value inconsistent,The variable used to drive OGG creation has differing default values for derivatives and in the UI. The default should be FALSE.,Video Solution Pack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ISLANDORA-1134,Create drush installer for video.js library,None,Video.js,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ISLANDORA-1135,Create drush installer for JWPlayer library,None,JWPlayer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1136,missing xsl in batch,"a drush directory ingest of images with oai_dc.xml files successfully completes with errors.    The DC is in the datastreams but the mods is not.    No fields show up in solr or in the details or results list display.    To fix this, we have been copying the xsl/inc directory from the importer module inside of the transforms directory of the batch module.   When updating from HEAD, the problem returns, of course.  (this is one of my first jiras so please excuse me messing it up)",Batch,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1137,Create drush installer for Openseadragon library,None,OpenSeadragon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1138,Create drush installer for IA Bookreader library,None,Internet Archive Bookreader,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1139,SQL errors resulting from functions being passed wrong parameters from menu callbacks,"Functions islandora_ip_embargo_get_list_name()  and islandora_ip_embargo_add_range_form() are getting passed wrong parameters from menu callbacks, resulting in SQL errors when user edits network list name and adding IP ranges, respectively.",IP Embargo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-1140,Apply IP restrictions on collection to members of the collection,"IP embargo/restrictions placed on collection objects don't get applied automatically to members of the collection, e.g., if the user knows the direct URL of a child object, the object is accessible regardless of the parent collection's embargo.    One solution would be to do a db query against the islandora_ip_embargo_embargoes table within islandora_ip_embargo_islandora_object_access() to get embargoes on the object's parent collection and enforce them.    We'd be happy to put some resources on implementing this feature.",IP Embargo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
